timestamp,DOY,E11,E12,E13,E13_W,E14,E15,E16,E17,E18,E21,E22,E22_W,E23,E23_W,E24,E25,E26,E26_W,E27,E28,E31,E32,E33,E34,E35,E36,E36_W,E37,E37_W,E38,E41,E42,E43,E43_W,E44,E45,E46,E47,E47_W,E48
6/23/2022 13:05,174,44.68306113,47.81268113,58.44021105,34.1817833,36.93811888,40.45636441,52.08962501,46.48786901,26.32884613,46.88071986,36.06607548,48.45490198,45.17118596,48.66111501,46.67579882,39.41063435,32.75889361,42.57478326,47.03282412,28.17095629,33.14769225,43.86274499,39.81478595,31.76644735,,,,37.49719022,47.51492048,36.07487745,53.27187037,44.66379414,30.1184965,45.7781487,-2.420741967,,,40.31854548,41.58514572,40.71958465
6/23/2022 13:10,174,42.48202607,45.69863581,59.15636349,33.36634192,35.15450738,39.19590068,50.96617696,45.92999603,24.19088029,44.67018697,34.06918464,46.17659333,42.14500978,46.91901232,44.35542004,39.37032274,31.88483024,41.00629503,47.70339717,27.26817908,32.33709951,42.80640911,38.3906625,30.89251364,,,,37.29406907,45.21380764,34.92188366,54.28268117,42.52342304,29.1704592,43.87151728,-1.738037887,,,39.22579839,40.57993188,40.84796281
6/23/2022 13:15,174,40.77437299,43.34776983,58.2060907,32.42936133,33.78130539,36.9777914,47.51529909,43.48338872,22.89151192,42.93106791,32.71996713,43.75794714,39.1402338,43.61178298,41.10723357,38.09845128,30.81545995,38.8929213,48.18772864,26.51219067,31.32399323,40.92470653,36.31147097,29.2536627,,,,36.19333868,40.58284907,33.70311641,50.00412558,39.39024491,28.02345401,40.04017753,-2.468190646,,,36.56902263,37.16104184,37.84075114
6/23/2022 13:20,174,39.04206943,42.65389142,57.41884905,32.01467212,32.88905186,35.71223932,45.26909182,42.60433938,22.42484171,42.1053577,31.98610199,42.00332902,38.66118662,42.36282536,40.55321481,37.34707064,29.45521763,38.40382537,46.92994936,25.81725153,30.94792668,39.79539487,35.41426459,28.38245029,,,,35.56403521,40.35067042,34.34627302,47.48338324,39.10626509,28.13258808,39.83844154,-5.018497921,,,36.88418498,37.02101934,37.22557426
6/23/2022 13:25,174,37.33676592,40.02217359,56.28508925,31.35463684,32.03707471,34.72818558,42.89111483,40.94522304,21.77064897,38.98817575,30.34942029,39.41730152,35.95203401,39.91933031,37.4214217,35.56265236,27.69339149,36.17523142,46.15312306,25.14444328,30.13410523,38.00338582,33.75308052,27.05122152,,,,34.42435087,36.82719671,31.80418395,44.50477255,36.66925149,27.13127114,36.97637682,-5.470453516,,,34.46504412,34.28136967,35.0725831
6/23/2022 13:30,174,37.9555973,41.19658803,52.72740136,31.66287907,32.58738411,35.08712316,43.23785296,39.84861411,22.02687998,40.57474441,31.24247587,40.94145326,37.03578933,40.73674223,37.88128238,35.69903164,28.36143233,36.38085702,43.74441353,25.1479664,30.53058335,38.42918575,34.27940371,27.68782306,,,,33.97295872,36.85009049,32.32368967,44.89250462,37.49864337,27.22675836,37.29927277,-2.944418665,,,34.15033352,34.82293495,34.59452625
6/23/2022 13:35,174,39.12376376,42.38041992,52.18889211,31.81773984,33.05848712,35.43580577,44.58873458,41.33899346,22.30807809,42.30078022,32.38043899,42.33243644,38.81861332,42.33639211,39.62815654,36.10563297,29.68168137,37.66145033,42.32573031,25.46819819,30.7934776,39.56066551,35.48726904,28.27855963,,,,33.75675913,39.12417392,32.81900337,47.1072009,38.59661947,27.27867197,39.09227544,-2.30172085,,,35.17779491,36.12106587,35.63454457
6/23/2022 13:40,174,36.35407119,38.85521802,53.70636327,30.99610119,31.55486923,33.90801065,41.01813224,38.88713249,22.95689245,39.92270679,30.30833782,38.85361573,35.97675416,38.48247425,36.54741542,34.27799997,27.4181601,35.09265807,42.78268885,24.86910045,30.27854107,37.61983888,33.49967478,26.71845602,,,,32.88875526,36.26207226,31.38958623,42.01927257,34.59406824,26.52888433,35.83658955,-5.892243061,,,33.85994896,33.19407359,34.25033438
6/23/2022 13:45,174,39.58536524,42.98800316,50.23027938,32.02500213,34.51169863,36.93725662,45.95031906,41.21134932,26.46376557,45.67726101,33.81392675,43.87315195,40.56712338,42.8648921,41.61787488,36.52422956,29.90655895,38.55062488,40.61582585,25.69620836,32.44400443,41.80505673,37.20073863,29.83175446,,,,33.17333187,41.23566727,33.67970189,46.62463553,40.24187696,27.60178695,40.70791979,-5.437259992,,,36.01729726,37.27660644,36.16729377
6/23/2022 13:50,174,40.72181947,45.76729269,51.59604893,33.27549177,35.70055722,38.43977853,49.43904451,44.40808512,28.44057384,49.37305681,35.91252382,47.4108049,43.67584732,45.75405366,44.95769887,37.90803749,31.04051451,40.36026522,40.44002491,26.00568147,32.96247792,45.1438397,39.80698662,31.64214252,,,,33.91521628,45.88559026,34.66831108,50.43537488,42.90482163,28.25508427,44.21215435,-6.264154303,,,37.65885834,40.44364361,40.30811111
